"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1741","User login with wrong email or password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","2103","User login with wrong email or password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","2210","Registration with correct email, username and password","LMS system","2026-09-24","passed","2026-09-24","Registration","Authentication","",""
"","7661","User login with correct email and password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","1612","Check display of empty courses list","LMS system","2026-09-24","passed","2026-09-24","Courses","Courses","",""
"
JSON.parse(JSON.parse(localStorage.getItem(""persist:courses"")).course).id
","5156","Edit course","LMS system","2026-09-24","passed","2026-09-24","Courses","Courses","",""
"","1806","Registration with correct email, username and password","LMS system","2026-09-24","passed","2026-09-24","Registration","Authentication","",""
"","1733","Navigation from login page to registration page","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","1482","Check display of dashboard page","LMS system","2026-09-24","passed","2026-09-24","Dashboard","Dashboard","",""
"
JSON.parse(JSON.parse(localStorage.getItem(""persist:courses"")).course).id
","3702","Edit course","LMS system","2026-09-24","passed","2026-09-24","Courses","Courses","",""
"","1297","Navigation from login page to registration page","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","2331","Check display of dashboard page","LMS system","2026-09-24","passed","2026-09-24","Dashboard","Dashboard","",""
"","1291","Check display of empty courses list","LMS system","2026-09-24","passed","2026-09-24","Courses","Courses","",""
"","2962","User login with correct email and password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","2100","User login with wrong email or password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","2299","Create course","LMS system","2026-09-24","passed","2026-09-24","Courses","Courses","",""
"","2821","Create course","LMS system","2026-09-24","passed","2026-09-24","Courses","Courses","",""
"","1398","User login with wrong email or password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","1725","User login with wrong email or password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
"","1346","User login with wrong email or password","LMS system","2026-09-24","passed","2026-09-24","Authorization","Authentication","",""
