"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
JSON.parse(JSON.parse(localStorage.getItem(""persist:courses"")).course).id
","2726","Edit course","LMS system","2026-09-23","passed","2026-09-23","Courses","Courses","",""
"","2387","User login with correct email and password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1423","Registration with correct email, username and password","LMS system","2026-09-23","passed","2026-09-23","Registration","Authentication","",""
"","1585","Check display of dashboard page","LMS system","2026-09-23","passed","2026-09-23","Dashboard","Dashboard","",""
"
JSON.parse(JSON.parse(localStorage.getItem(""persist:courses"")).course).id
","3031","Edit course","LMS system","2026-09-23","passed","2026-09-23","Courses","Courses","",""
"","5666","User login with correct email and password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1205","User login with wrong email or password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1410","Check display of empty courses list","LMS system","2026-09-23","passed","2026-09-23","Courses","Courses","",""
"","1341","User login with wrong email or password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","2294","Create course","LMS system","2026-09-23","passed","2026-09-23","Courses","Courses","",""
"","2136","User login with wrong email or password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1299","User login with wrong email or password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1992","User login with wrong email or password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1193","Check display of dashboard page","LMS system","2026-09-23","passed","2026-09-23","Dashboard","Dashboard","",""
"","2144","User login with wrong email or password","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1128","Navigation from login page to registration page","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1718","Registration with correct email, username and password","LMS system","2026-09-23","passed","2026-09-23","Registration","Authentication","",""
"","1312","Navigation from login page to registration page","LMS system","2026-09-23","passed","2026-09-23","Authorization","Authentication","",""
"","1065","Check display of empty courses list","LMS system","2026-09-23","passed","2026-09-23","Courses","Courses","",""
"","1901","Create course","LMS system","2026-09-23","passed","2026-09-23","Courses","Courses","",""
